<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.SPY,15,20190515,210000,285.1550000,285.5000000,285.1200000,285.4400000,1067126
US1.SPY,15,20190515,211500,285.4300000,285.6500000,285.3900000,285.6100000,1239558
US1.SPY,15,20190515,213000,285.6000000,285.6800000,285.4500000,285.5500000,970930
US1.SPY,15,20190515,214500,285.5465000,285.6400000,285.4210000,285.5600000,822603
US1.SPY,15,20190515,220000,285.5700000,285.7600000,285.2600000,285.3000000,2014518
US1.SPY,15,20190515,221500,285.3000000,285.4300000,285.1500000,285.3800000,1560467
US1.SPY,15,20190515,223000,285.3800000,285.7400000,285.3035000,285.6600000,1398166
US1.SPY,15,20190515,224500,285.6600000,285.7700000,285.2800000,285.3300000,2409949
US1.SPY,15,20190515,230000,285.3300000,285.4100000,284.9700000,285.0500000,6169956
US1.SPY,15,20190515,231500,285.0500000,285.1900000,285.0400000,285.1500000,1368180
US1.SPY,15,20190516,164500,285.8400000,286.9900000,285.7600000,286.8800000,3077641
US1.SPY,15,20190516,170000,286.8900000,287.7600000,286.8700000,287.6300000,3767098
US1.SPY,15,20190516,171500,287.6300000,287.8500000,287.5700000,287.6000000,3056404
US1.SPY,15,20190516,173000,287.6100000,288.3700000,287.6100000,288.3500000,2564923
US1.SPY,15,20190516,174500,288.3500000,288.5100000,288.1200000,288.3700000,2531644
US1.SPY,15,20190516,180000,288.3800000,288.5800000,288.2300000,288.5491000,1519603
US1.SPY,15,20190516,181500,288.5450000,288.6800000,288.1900000,288.4200000,1579943
US1.SPY,15,20190516,183000,288.4200000,288.8300000,288.3700000,288.5800000,1794966
US1.SPY,15,20190516,184500,288.5800000,289.0400000,288.5000000,289.0000000,1520172
US1.SPY,15,20190516,190000,289.0050000,289.0300000,288.7000000,288.8100000,1257086
US1.SPY,15,20190516,191500,288.8100000,288.9300000,288.6800000,288.9200000,997436
US1.SPY,15,20190516,193000,288.9200000,289.2100000,288.8200000,288.8500000,1740577
US1.SPY,15,20190516,194500,288.8500000,288.9900000,288.5500000,288.6200000,1707450
US1.SPY,15,20190516,200000,288.6250000,288.7300000,288.4100000,288.5700000,1487877
US1.SPY,15,20190516,201500,288.5800000,288.7000000,288.2600000,288.6000000,1434475
US1.SPY,15,20190516,203000,288.5900000,288.7800000,288.5300000,288.6100000,1000475
US1.SPY,15,20190516,204500,288.6000000,288.6200000,288.2250000,288.2400000,896112
US1.SPY,15,20190516,210000,288.2300000,288.3100000,287.9800000,288.1300000,1409645
US1.SPY,15,20190516,211500,288.1250000,288.2525000,287.8800000,288.1400000,1318977
US1.SPY,15,20190516,213000,288.1400000,288.6100000,288.1400000,288.5900000,1420908
US1.SPY,15,20190516,214500,288.5925000,288.6998000,288.4800000,288.5501000,1229037
US1.SPY,15,20190516,220000,288.5500000,288.6600000,288.0400000,288.3100000,1579292
US1.SPY,15,20190516,221500,288.3000000,288.3000000,287.7100000,287.8000000,2457794
US1.SPY,15,20190516,223000,287.8000000,287.9900000,287.6100000,287.9650000,2316761
US1.SPY,15,20190516,224500,287.9600000,287.9700000,287.1300000,287.2200000,3054930
US1.SPY,15,20190516,230000,287.2200000,287.6300000,287.1000000,287.5900000,7208208
US1.SPY,15,20190516,231500,287.5800000,287.7000000,287.5800000,287.6800000,378604
US1.SPY,15,20190517,164500,285.1400000,286.5900000,285.1300000,286.2400000,4846139
US1.SPY,15,20190517,170000,286.2300000,286.5500000,285.6300000,285.9300000,2626813
US1.SPY,15,20190517,171500,285.9200000,286.4800000,285.6500000,285.7600000,2646289
US1.SPY,15,20190517,173000,285.7650000,287.1650000,285.6300000,286.9200000,3277025
US1.SPY,15,20190517,174500,286.9200000,287.1600000,286.5700000,287.1000000,1811013
US1.SPY,15,20190517,180000,287.0700000,288.3900000,287.0200000,288.0831000,3344179
US1.SPY,15,20190517,181500,288.0800000,288.6000000,288.0600000,288.4400000,2351395
US1.SPY,15,20190517,183000,288.4350000,288.5900000,288.0500000,288.0950000,2251435
US1.SPY,15,20190517,184500,288.1000000,288.1600000,287.1800000,287.4200000,2075267
US1.SPY,15,20190517,190000,287.4200000,287.6200000,287.1200000,287.5300000,1798122
US1.SPY,15,20190517,191500,287.5300000,287.6000000,286.7900000,286.7950000,1885478
US1.SPY,15,20190517,193000,286.7950000,287.2700000,286.7500000,287.0300000,1216471
US1.SPY,15,20190517,194500,287.0300000,287.5102000,286.8000000,287.4590000,1778885
US1.SPY,15,20190517,200000,287.4600000,287.5650000,287.3000000,287.4000000,821237
US1.SPY,15,20190517,201500,287.3900000,287.7700000,287.3200000,287.6400000,917654
US1.SPY,15,20190517,203000,287.6300000,287.8850000,287.4300000,287.4300000,945790
US1.SPY,15,20190517,204500,287.4350000,287.7900000,287.2100000,287.5200000,1163471
US1.SPY,15,20190517,210000,287.5300000,287.7300000,287.3500000,287.6400000,689207
US1.SPY,15,20190517,211500,287.6400000,287.8100000,287.2600000,287.4000000,936489
US1.SPY,15,20190517,213000,287.4000000,287.4800000,287.2300000,287.3500000,859785
US1.SPY,15,20190517,214500,287.3550000,287.4098000,287.0800000,287.3400000,1513561
US1.SPY,15,20190517,220000,287.3500000,287.5500000,287.2800000,287.4650000,568088
US1.SPY,15,20190517,221500,287.4650000,287.5250000,285.9000000,286.1700000,4999983
US1.SPY,15,20190517,223000,286.1600000,286.5500000,285.8300000,286.4800000,3721941
US1.SPY,15,20190517,224500,286.4800000,286.4801000,285.5713000,286.1700000,5045207
US1.SPY,15,20190517,230000,286.1600000,286.4100000,285.7000000,285.8800000,7600913
US1.SPY,15,20190517,231500,285.8800000,285.9400000,285.8400000,285.9400000,1443094
US1.SPY,15,20190520,164500,284.0600000,284.2500000,283.1900000,283.9000000,4884547
US1.SPY,15,20190520,170000,283.9000000,284.7000000,283.5500000,284.5000000,3151985
US1.SPY,15,20190520,171500,284.5000000,284.7600000,284.0700000,284.4900000,2231821
US1.SPY,15,20190520,173000,284.4900000,285.1800000,284.3550000,284.9800000,2859061
US1.SPY,15,20190520,174500,284.9600000,285.4300000,284.7900000,284.9900000,1917351
US1.SPY,15,20190520,180000,284.9950000,285.2500000,284.6600000,285.1700000,1474614
US1.SPY,15,20190520,181500,285.1700000,285.3498000,284.5300000,284.6700000,1466323
US1.SPY,15,20190520,183000,284.6600000,284.8400000,284.3200000,284.7100000,2000499
US1.SPY,15,20190520,184500,284.7050000,285.0900000,284.2500000,284.5800000,1632046
US1.SPY,15,20190520,190000,284.5800000,284.9500000,284.4000000,284.6380000,1153411
US1.SPY,15,20190520,191500,284.6300000,285.1000000,284.4500000,285.0603000,1042975
US1.SPY,15,20190520,193000,285.0600000,285.2350000,284.7300000,284.7500000,1190224
US1.SPY,15,20190520,194500,284.7500000,284.9900000,284.4500000,284.6700000,1186011
US1.SPY,15,20190520,200000,284.6600000,284.7500000,284.2400000,284.2900000,1038382
US1.SPY,15,20190520,201500,284.2900000,284.3810000,284.0900000,284.3300000,1048652
US1.SPY,15,20190520,203000,284.3400000,284.5200000,284.2100000,284.4700000,595239
US1.SPY,15,20190520,204500,284.4700000,284.6900000,284.3600000,284.5500000,610729
US1.SPY,15,20190520,210000,284.5600000,284.7200000,284.2700000,284.4950000,754820
US1.SPY,15,20190520,211500,284.4900000,284.5500000,284.1900000,284.2800000,625797
US1.SPY,15,20190520,213000,284.2750000,284.3300000,284.1000000,284.1400000,727117
US1.SPY,15,20190520,214500,284.1300000,284.2300000,283.6100000,283.8450000,1468404
US1.SPY,15,20190520,220000,283.8400000,283.8400000,283.4800000,283.6900000,1029095
US1.SPY,15,20190520,221500,283.6800000,283.7600000,283.1200000,283.3100000,1221661
US1.SPY,15,20190520,223000,283.3167000,283.8200000,283.2500000,283.8200000,1632805
US1.SPY,15,20190520,224500,283.7800000,284.2400000,283.6700000,284.0000000,2725291
US1.SPY,15,20190520,230000,283.9900000,284.2300000,283.8600000,284.0000000,4215730
US1.SPY,15,20190520,231500,283.9800000,283.9850000,283.9400000,283.9500000,84325
US1.SPY,15,20190521,164500,285.8300000,286.1100000,285.5500000,285.8350000,3276128
US1.SPY,15,20190521,170000,285.8284000,286.0499000,285.5600000,285.7781000,1749368
US1.SPY,15,20190521,171500,285.7700000,286.0071000,285.5500000,285.6900000,1635111
US1.SPY,15,20190521,173000,285.6800000,286.0400000,285.6600000,285.8700000,1609465
US1.SPY,15,20190521,174500,285.8800000,286.4900000,285.7800000,286.4900000,1973239
US1.SPY,15,20190521,180000,286.4900000,286.9300000,286.4100000,286.7050000,1892177
US1.SPY,15,20190521,181500,286.7100000,286.8400000,286.3100000,286.5100000,1421951
US1.SPY,15,20190521,183000,286.5120000,286.5800000,286.2500000,286.5000000,906031
US1.SPY,15,20190521,184500,286.5000000,286.5400000,286.1500000,286.2550000,833877
US1.SPY,15,20190521,190000,286.2500000,286.3300000,285.8800000,286.0899000,1387713
US1.SPY,15,20190521,191500,286.0900000,286.4900000,286.0700000,286.4900000,1076447
US1.SPY,15,20190521,193000,286.4900000,286.5300000,286.2900000,286.3700000,568804
US1.SPY,15,20190521,194500,286.3800000,286.4100000,286.1400000,286.3800000,551112
US1.SPY,15,20190521,200000,286.3800000,286.5000000,286.2000000,286.4900000,487252
US1.SPY,15,20190521,201500,286.5000000,286.5799000,286.4550000,286.5300000,723893
US1.SPY,15,20190521,203000,286.5300000,286.6300000,286.4250000,286.4900000,440433
US1.SPY,15,20190521,204500,286.4900000,286.6000000,286.4300000,286.5800000,435091
US1.SPY,15,20190521,210000,286.5800000,286.7199000,286.5750000,286.6900000,599704
US1.SPY,15,20190521,211500,286.6900000,286.7300000,286.5400000,286.5901000,798010
US1.SPY,15,20190521,213000,286.5900000,286.8800000,286.5900000,286.8500000,707252
US1.SPY,15,20190521,214500,286.8450000,286.9000000,286.7000000,286.9000000,810720
US1.SPY,15,20190521,220000,286.8850000,286.9000000,286.5700000,286.6256000,886794
US1.SPY,15,20190521,221500,286.6100000,286.6500000,286.4000000,286.6200000,1013036
US1.SPY,15,20190521,223000,286.6200000,286.6800000,286.3800000,286.6500000,1430209
US1.SPY,15,20190521,224500,286.6500000,286.8600000,286.4400000,286.5000000,3046601
US1.SPY,15,20190521,230000,286.4900000,286.6100000,286.3000000,286.4500000,4588809
US1.SPY,15,20190521,231500,286.4400000,286.5400000,286.4400000,286.4800000,36134
US1.SPY,15,20190522,164500,285.4500000,285.8200000,285.3000000,285.5200000,2771218
US1.SPY,15,20190522,170000,285.5200000,286.0200000,285.3000000,285.9900000,2234435
US1.SPY,15,20190522,171500,286.0000000,286.0700000,285.5500000,285.7600000,2053621
US1.SPY,15,20190522,173000,285.7500000,286.6200000,285.7300000,286.0700000,2650929
US1.SPY,15,20190522,174500,286.0800000,286.1800000,285.5400000,285.6500000,1306921
US1.SPY,15,20190522,180000,285.6600000,285.9400000,285.3800000,285.6400000,1474384
US1.SPY,15,20190522,181500,285.6300000,285.6700000,285.2600000,285.6557000,1355196
US1.SPY,15,20190522,183000,285.6650000,286.1300000,285.6300000,286.0900000,1182742
US1.SPY,15,20190522,184500,286.1000000,286.2900000,285.6900000,285.7200000,1409594
US1.SPY,15,20190522,190000,285.7200000,285.9600000,285.5800000,285.8933000,1131476
US1.SPY,15,20190522,191500,285.8800000,286.0300000,285.5900000,285.6950000,834093
US1.SPY,15,20190522,193000,285.6900000,285.9400000,285.6600000,285.6700000,643265
US1.SPY,15,20190522,194500,285.6600000,285.7300000,285.4110000,285.4300000,615109
US1.SPY,15,20190522,200000,285.4100000,285.5700000,285.3250000,285.4600000,864800
US1.SPY,15,20190522,201500,285.4500000,285.5400000,285.1000000,285.2883000,1213790
US1.SPY,15,20190522,203000,285.2800000,285.5100000,285.2400000,285.4400000,1345743
US1.SPY,15,20190522,204500,285.4400000,285.7900000,285.2960000,285.7000000,790507
US1.SPY,15,20190522,210000,285.7100000,285.9900000,285.5800000,285.8800000,867387
US1.SPY,15,20190522,211500,285.8800000,285.9400000,285.5400000,285.7500000,1360472
US1.SPY,15,20190522,213000,285.7400000,285.9200000,285.5900000,285.8650000,451714
US1.SPY,15,20190522,214500,285.8700000,286.3400000,285.8700000,286.2200000,1249444
US1.SPY,15,20190522,220000,286.2300000,286.3500000,286.0700000,286.1700000,805647
US1.SPY,15,20190522,221500,286.1751000,286.2900000,285.9500000,286.0600000,890986
US1.SPY,15,20190522,223000,286.0600000,286.2400000,285.9300000,286.0500000,980126
US1.SPY,15,20190522,224500,286.0400000,286.0800000,285.9000000,286.0100000,1855980
US1.SPY,15,20190522,230000,286.0100000,286.0800000,285.6300000,285.6400000,2795664
US1.SPY,15,20190522,231500,285.6399000,285.6500000,285.6200000,285.6200000,683956
US1.SPY,15,20190523,164500,283.1600000,283.2100000,282.0300000,282.1000000,4360557
US1.SPY,15,20190523,170000,282.1000000,282.3500000,281.6900000,282.0200000,3880963
US1.SPY,15,20190523,171500,282.0200000,282.5400000,281.7900000,281.9100000,3345409
US1.SPY,15,20190523,173000,281.9000000,282.3050000,281.5300000,282.2200000,3327604
US1.SPY,15,20190523,174500,282.2200000,282.6600000,282.0900000,282.3800000,2507866
US1.SPY,15,20190523,180000,282.3800000,282.8800000,282.3400000,282.6350000,1911549
US1.SPY,15,20190523,181500,282.6400000,282.6700000,281.8700000,281.8801000,2086749
US1.SPY,15,20190523,183000,281.8800000,282.4900000,281.8400000,282.1400000,1672313
US1.SPY,15,20190523,184500,282.1500000,282.3300000,281.7900000,281.8500000,1995398
US1.SPY,15,20190523,190000,281.8600000,281.9900000,281.2400000,281.2900000,2329672
US1.SPY,15,20190523,191500,281.3000000,281.8550000,281.2500000,281.4900000,2119716
US1.SPY,15,20190523,193000,281.4900000,281.5600000,281.1450000,281.4400000,1718137
US1.SPY,15,20190523,194500,281.4400000,281.5850000,281.2400000,281.4700000,1774232
US1.SPY,15,20190523,200000,281.4700000,281.5700000,280.8600000,280.9300000,2134754
US1.SPY,15,20190523,201500,280.9200000,281.1900000,280.7200000,280.8400000,1728963
US1.SPY,15,20190523,203000,280.8450000,281.4800000,280.8000000,281.2700000,1691290
US1.SPY,15,20190523,204500,281.2700000,281.5400000,281.2000000,281.4000000,1206378
US1.SPY,15,20190523,210000,281.4000000,281.4300000,280.9900000,281.2100000,1003334
US1.SPY,15,20190523,211500,281.2250000,281.4100000,280.7900000,280.9850000,1320630
US1.SPY,15,20190523,213000,280.9800000,281.3500000,280.8800000,280.8800000,1449446
US1.SPY,15,20190523,214500,280.8800000,281.2000000,280.6300000,280.7210000,1744346
US1.SPY,15,20190523,220000,280.7300000,280.9300000,280.6400000,280.9000000,1420009
US1.SPY,15,20190523,221500,280.8950000,281.0100000,280.5700000,280.9950000,2100608
US1.SPY,15,20190523,223000,281.0000000,282.3500000,280.8500000,282.0600000,5101859
US1.SPY,15,20190523,224500,282.0700000,282.3600000,281.4300000,281.5571000,4794655
US1.SPY,15,20190523,230000,281.5500000,282.3900000,281.3000000,282.3400000,8461572
US1.SPY,15,20190523,231500,282.3000000,282.3200000,282.1800000,282.1900000,111356
US1.SPY,15,20190524,164500,283.7400000,284.2000000,283.7400000,284.0000000,3673291
US1.SPY,15,20190524,170000,284.0200000,284.0750000,283.3700000,283.6100000,2638918
US1.SPY,15,20190524,171500,283.6200000,283.8300000,283.3000000,283.3550000,1865737
US1.SPY,15,20190524,173000,283.3500000,283.6750000,283.0800000,283.0800000,1382050
US1.SPY,15,20190524,174500,283.0811000,283.3100000,282.9300000,283.1100000,1938113
US1.SPY,15,20190524,180000,283.1200000,283.2200000,282.2800000,282.3300000,2221469
US1.SPY,15,20190524,181500,282.3300000,282.6500000,282.1100000,282.3200000,1807051
US1.SPY,15,20190524,183000,282.3200000,282.5400000,282.0900000,282.4014000,1625087
US1.SPY,15,20190524,184500,282.4200000,282.8400000,282.3950000,282.7200000,1346223
US1.SPY,15,20190524,190000,282.7300000,282.9400000,282.6800000,282.7610000,1095049
US1.SPY,15,20190524,191500,282.7700000,282.9300000,282.5900000,282.7700000,981078
US1.SPY,15,20190524,193000,282.7750000,283.0300000,282.5100000,282.9900000,1026727
US1.SPY,15,20190524,194500,283.0000000,283.3600000,282.9881000,283.2400000,981128
US1.SPY,15,20190524,200000,283.2400000,283.3900000,283.1210000,283.3900000,654702
US1.SPY,15,20190524,201500,283.3900000,283.4900000,283.0800000,283.1600000,785775
US1.SPY,15,20190524,203000,283.1550000,283.3200000,283.0000000,283.0200000,610879
US1.SPY,15,20190524,204500,283.0300000,283.2700000,283.0100000,283.2300000,561961
US1.SPY,15,20190524,210000,283.2300000,283.4200000,283.0300000,283.1000000,664921
US1.SPY,15,20190524,211500,283.1000000,283.1599000,282.7400000,282.7500000,1039790
US1.SPY,15,20190524,213000,282.7500000,283.0400000,282.6800000,282.8700000,1181428
US1.SPY,15,20190524,214500,282.8700000,283.1100000,282.8300000,283.0800000,576419
US1.SPY,15,20190524,220000,283.0800000,283.1200000,282.8300000,282.9600000,617419
US1.SPY,15,20190524,221500,282.9500000,283.1700000,282.9100000,283.0850000,1000100
US1.SPY,15,20190524,223000,283.0900000,283.1600000,282.8900000,283.1300000,1074562
US1.SPY,15,20190524,224500,283.1300000,283.1300000,282.8750000,282.9100000,1301329
US1.SPY,15,20190524,230000,282.9100000,282.9900000,282.5300000,282.7300000,4063695
US1.SPY,15,20190524,231500,282.7400000,282.9500000,282.7300000,282.9500000,281913
US1.SPY,15,20190528,164500,283.0900000,284.1500000,283.0100000,283.9500000,3136789
US1.SPY,15,20190528,170000,283.9600000,284.1400000,283.8000000,283.8800000,1978541
US1.SPY,15,20190528,171500,283.8800000,284.0300000,283.4700000,283.5100000,1858197
US1.SPY,15,20190528,173000,283.5000000,283.5800000,283.1950000,283.3100000,1382722
US1.SPY,15,20190528,174500,283.3100000,283.4000000,282.7350000,282.8900000,1825906
US1.SPY,15,20190528,180000,282.9000000,283.0100000,282.5600000,282.8500000,1577785
US1.SPY,15,20190528,181500,282.8400000,283.3832000,282.7600000,283.3400000,1182236
US1.SPY,15,20190528,183000,283.3400000,283.3700000,282.7000000,282.7000000,1412678
US1.SPY,15,20190528,184500,282.7100000,283.1000000,282.4800000,282.9500000,1514273
US1.SPY,15,20190528,190000,282.9400000,283.0800000,282.5300000,283.0100000,993838
US1.SPY,15,20190528,191500,283.0100000,283.2900000,282.9200000,283.1400000,886665
US1.SPY,15,20190528,193000,283.1600000,283.3800000,283.0700000,283.2700000,919565
US1.SPY,15,20190528,194500,283.2650000,283.3800000,283.0100000,283.0150000,537144
US1.SPY,15,20190528,200000,283.0200000,283.2400000,282.8600000,282.9100000,1029903
US1.SPY,15,20190528,201500,282.9100000,283.0500000,282.7400000,282.7900000,816714
US1.SPY,15,20190528,203000,282.7800000,282.8900000,282.6300000,282.6400000,788935
US1.SPY,15,20190528,204500,282.6300000,282.8800000,282.6000000,282.7635000,886347
US1.SPY,15,20190528,210000,282.7700000,282.8800000,282.5900000,282.6135000,892467
US1.SPY,15,20190528,211500,282.6100000,282.6150000,282.1500000,282.2700000,1431335
US1.SPY,15,20190528,213000,282.2593000,282.3900000,282.0300000,282.0300000,1298321
US1.SPY,15,20190528,214500,282.0200000,282.1900000,281.6500000,281.7000000,2125578
US1.SPY,15,20190528,220000,281.7000000,281.8300000,281.4600000,281.6400000,2330883
US1.SPY,15,20190528,221500,281.6400000,281.6600000,281.2100000,281.3700000,1991504
US1.SPY,15,20190528,223000,281.3500000,281.5900000,281.1500000,281.2100000,1840674
US1.SPY,15,20190528,224500,281.2200000,281.3300000,280.3400000,280.4400000,6468258
US1.SPY,15,20190528,230000,280.4400000,280.8800000,280.2600000,280.2700000,8762800
US1.SPY,15,20190528,231500,280.2700000,280.3100000,280.1800000,280.1900000,62477
US1.SPY,15,20190529,164500,278.9100000,278.9200000,278.0100000,278.5500000,6034077
US1.SPY,15,20190529,170000,278.5200000,278.7499000,277.9775000,278.4350000,3565978
US1.SPY,15,20190529,171500,278.4350000,278.7200000,278.1114000,278.7050000,2948051
US1.SPY,15,20190529,173000,278.7000000,279.2600000,278.7000000,279.2490000,3616864
US1.SPY,15,20190529,174500,279.2450000,279.3600000,278.6300000,278.6300000,2217860
US1.SPY,15,20190529,180000,278.6300000,278.6900000,278.2650000,278.3000000,1702739
US1.SPY,15,20190529,181500,278.2950000,278.9300000,278.1100000,278.1700000,4214256
US1.SPY,15,20190529,183000,278.1600000,278.3400000,277.6600000,277.7900000,3051154
US1.SPY,15,20190529,184500,277.7750000,277.9500000,276.9201000,277.1300000,4833744
US1.SPY,15,20190529,190000,277.1300000,277.2900000,276.7100000,277.0100000,3406779
US1.SPY,15,20190529,191500,277.0200000,277.5500000,276.8275000,277.4900000,2745305
US1.SPY,15,20190529,193000,277.4900000,277.9600000,277.3390000,277.7600000,2809512
US1.SPY,15,20190529,194500,277.7550000,277.9600000,277.6500000,277.8950000,1792243
US1.SPY,15,20190529,200000,277.9000000,277.9900000,277.3700000,277.4312000,1676788
US1.SPY,15,20190529,201500,277.4399000,278.5800000,277.2400000,278.2175000,3378960
US1.SPY,15,20190529,203000,278.2200000,278.2800000,277.8700000,278.2600000,1832448
US1.SPY,15,20190529,204500,278.2530000,278.4800000,278.1300000,278.2450000,1566980
US1.SPY,15,20190529,210000,278.2457000,278.6400000,278.1760000,278.2000000,1739780
US1.SPY,15,20190529,211500,278.2050000,278.5300000,277.9100000,278.0150000,1672923
US1.SPY,15,20190529,213000,278.0300000,278.2200000,277.9100000,278.2199000,1048582
US1.SPY,15,20190529,214500,278.2050000,278.2050000,277.1900000,277.2475000,2390714
US1.SPY,15,20190529,220000,277.2400000,277.5600000,277.1100000,277.5200000,1986705
US1.SPY,15,20190529,221500,277.5200000,277.5300000,276.9600000,277.4800000,2168170
US1.SPY,15,20190529,223000,277.4700000,277.8600000,277.2600000,277.8100000,2583362
US1.SPY,15,20190529,224500,277.8000000,278.8400000,277.6300000,278.6600000,4378102
US1.SPY,15,20190529,230000,278.6600000,278.6800000,277.9600000,278.4700000,7925648
US1.SPY,15,20190529,231500,278.4100000,278.4100000,278.2600000,278.2700000,49342
US1.SPY,15,20190530,164500,279.1100000,279.7500000,278.9500000,279.6800000,3393307
US1.SPY,15,20190530,170000,279.6700000,279.8900000,279.5600000,279.7382000,2655896
US1.SPY,15,20190530,171500,279.7400000,279.9199000,278.9700000,279.6500000,2449942
US1.SPY,15,20190530,173000,279.6600000,279.8100000,279.5600000,279.7000000,878929
US1.SPY,15,20190530,174500,279.7090000,280.0400000,279.5400000,279.5800000,1622956
US1.SPY,15,20190530,180000,279.5800000,279.6700000,278.8200000,279.1000000,2466665
US1.SPY,15,20190530,181500,279.0900000,279.2400000,278.5900000,279.2300000,1838891
US1.SPY,15,20190530,183000,279.2200000,279.2700000,278.7800000,278.9350000,1213247
US1.SPY,15,20190530,184500,278.9400000,279.0500000,278.4900000,278.5650000,1285283
US1.SPY,15,20190530,190000,278.5700000,278.7800000,278.3800000,278.7200000,1262740
US1.SPY,15,20190530,191500,278.7200000,278.8099000,278.5200000,278.6607000,1854209
US1.SPY,15,20190530,193000,278.6600000,278.9900000,278.5800000,278.7400000,1192682
US1.SPY,15,20190530,194500,278.7400000,279.3400000,278.6100000,279.3100000,1117491
US1.SPY,15,20190530,200000,279.3200000,279.5100000,279.2000000,279.2700000,1022677
US1.SPY,15,20190530,201500,279.2700000,279.3900000,279.0600000,279.2100000,780687
US1.SPY,15,20190530,203000,279.2150000,279.2400000,278.8200000,278.9100000,810590
US1.SPY,15,20190530,204500,278.9200000,278.9500000,278.4900000,278.5200000,876880
US1.SPY,15,20190530,210000,278.5200000,278.8200000,278.5200000,278.7565000,816942
US1.SPY,15,20190530,211500,278.7550000,278.9600000,278.6000000,278.6050000,642579
US1.SPY,15,20190530,213000,278.6100000,278.7100000,278.2800000,278.3100000,1576132
US1.SPY,15,20190530,214500,278.3200000,278.3400000,277.8050000,277.9700000,2358725
US1.SPY,15,20190530,220000,277.9800000,278.6800000,277.8700000,278.6650000,2702686
US1.SPY,15,20190530,221500,278.6650000,278.6650000,277.9200000,278.4500000,2616369
US1.SPY,15,20190530,223000,278.4400000,278.8600000,278.2900000,278.7000000,1298738
US1.SPY,15,20190530,224500,278.7000000,279.3000000,278.4300000,278.9900000,2338997
US1.SPY,15,20190530,230000,278.9900000,279.1999000,278.8100000,279.0200000,3846658
US1.SPY,15,20190530,231500,279.0200000,279.0600000,278.9500000,278.9800000,40150
US1.SPY,15,20190531,164500,276.2000000,276.3600000,275.3700000,275.5900000,6193211
US1.SPY,15,20190531,170000,275.5900000,275.9700000,275.2900000,275.8800000,3785856
US1.SPY,15,20190531,171500,275.8700000,276.0600000,275.5100000,275.6200000,2641537
US1.SPY,15,20190531,173000,275.6100000,276.1100000,275.5500000,275.9900000,2665575
US1.SPY,15,20190531,174500,276.0000000,276.3200000,275.9200000,275.9400000,2513790
US1.SPY,15,20190531,180000,275.9300000,276.5800000,275.8500000,276.3350000,1861184
US1.SPY,15,20190531,181500,276.3400000,276.6800000,276.1900000,276.5356000,1594420
US1.SPY,15,20190531,183000,276.5300000,277.1200000,276.4750000,277.0800000,2018718
US1.SPY,15,20190531,184500,277.0700000,277.1100000,276.6400000,276.7350000,1732422
US1.SPY,15,20190531,190000,276.7300000,276.9100000,276.4600000,276.7300000,1319567
US1.SPY,15,20190531,191500,276.7234000,276.7700000,276.4070000,276.5200000,1126109
US1.SPY,15,20190531,193000,276.5200000,276.5500000,276.1340000,276.2100000,1083885
US1.SPY,15,20190531,194500,276.2000000,276.3499000,276.0000000,276.1000000,1411313
US1.SPY,15,20190531,200000,276.1000000,276.2900000,275.8200000,275.9800000,1109700
US1.SPY,15,20190531,201500,275.9900000,276.4200000,275.8800000,276.3800000,1054324
US1.SPY,15,20190531,203000,276.3900000,276.4800000,276.2200000,276.4800000,1034579
US1.SPY,15,20190531,204500,276.4800000,276.6000000,276.3700000,276.4700000,1272385
US1.SPY,15,20190531,210000,276.4700000,276.6600000,276.2600000,276.5200000,1173346
US1.SPY,15,20190531,211500,276.5100000,276.6200000,275.8200000,275.8800000,1724691
US1.SPY,15,20190531,213000,275.8700000,275.9600000,275.6200000,275.6900000,1865463
US1.SPY,15,20190531,214500,275.6800000,276.0000000,275.3600000,275.9500000,2951941
US1.SPY,15,20190531,220000,275.9500000,276.2900000,275.9300000,276.0200000,1951633
US1.SPY,15,20190531,221500,276.0200000,276.0700000,275.6400000,275.9700000,1705995
US1.SPY,15,20190531,223000,275.9675000,276.0400000,275.3500000,275.6700000,2785708
US1.SPY,15,20190531,224500,275.6500000,275.8176000,275.2400000,275.4400000,3937570
US1.SPY,15,20190531,230000,275.4500000,275.7700000,275.3800000,275.4000000,7256154
US1.SPY,15,20190531,231500,275.4000000,275.4300000,275.3600000,275.3700000,76778
US1.SPY,15,20190603,164500,275.3100000,276.1700000,275.3000000,275.8100000,4080390
US1.SPY,15,20190603,170000,275.8100000,275.8100000,274.5500000,274.6000000,4204376
US1.SPY,15,20190603,171500,274.5800000,275.0700000,274.0000000,275.0000000,3807154
US1.SPY,15,20190603,173000,275.0000000,276.1200000,274.7900000,276.0700000,3407826
US1.SPY,15,20190603,174500,276.0800000,276.5521000,276.0100000,276.4800000,2830478
US1.SPY,15,20190603,180000,276.4800000,276.4900000,275.9300000,276.3200000,2360547
US1.SPY,15,20190603,181500,276.3100000,276.4100000,275.6500000,275.7325000,1772549
US1.SPY,15,20190603,183000,275.7369000,275.9600000,275.5500000,275.8500000,1760578
US1.SPY,15,20190603,184500,275.8550000,276.0300000,275.4600000,275.7500000,1760546
US1.SPY,15,20190603,190000,275.7400000,275.8600000,275.0800000,275.1400000,1745155
US1.SPY,15,20190603,191500,275.1300000,275.2900000,274.2815000,274.4700000,2968171
